target,method_id,method_label,check,pass_rate
3jy9,boltz2,Boltz-2,internal_steric_clash,0.9930915371329879
3jy9,boltz2,Boltz-2,aromatic_ring_flatness,1.0
3jy9,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.9974093264248705
3jy9,boltz2,Boltz-2,double_bond_flatness,1.0
3jy9,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
3jy9,boltz2,Boltz-2,minimum_distance_to_protein,0.9065606361829026
3jy9,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
3jy9,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
3jy9,boltz2,Boltz-2,minimum_distance_to_waters,1.0
3jy9,boltz2,Boltz-2,volume_overlap_with_protein,1.0
3jy9,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
3jy9,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
3jy9,boltz2,Boltz-2,volume_overlap_with_waters,1.0
3jy9,dynamicbind,DynamicBind,mol_pred_loaded,1.0
3jy9,dynamicbind,DynamicBind,mol_cond_loaded,1.0
3jy9,dynamicbind,DynamicBind,sanitization,1.0
3jy9,dynamicbind,DynamicBind,inchi_convertible,1.0
3jy9,dynamicbind,DynamicBind,all_atoms_connected,0.998025666337611
3jy9,dynamicbind,DynamicBind,bond_lengths,1.0
3jy9,dynamicbind,DynamicBind,bond_angles,1.0
3jy9,dynamicbind,DynamicBind,internal_steric_clash,0.9693978282329714
3jy9,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
3jy9,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
3jy9,dynamicbind,DynamicBind,double_bond_flatness,1.0
3jy9,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
3jy9,dynamicbind,DynamicBind,minimum_distance_to_protein,0.2680157946692991
3jy9,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
3jy9,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
3jy9,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
3jy9,dynamicbind,DynamicBind,volume_overlap_with_protein,0.9417571569595261
3jy9,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
3jy9,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
3jy9,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
3jy9,gnina,GNINA 1.3,mol_pred_loaded,1.0
3jy9,gnina,GNINA 1.3,mol_cond_loaded,1.0
3jy9,gnina,GNINA 1.3,sanitization,0.9957081545064378
3jy9,gnina,GNINA 1.3,inchi_convertible,0.48068669527896996
3jy9,gnina,GNINA 1.3,all_atoms_connected,1.0
3jy9,gnina,GNINA 1.3,bond_lengths,1.0
3jy9,gnina,GNINA 1.3,bond_angles,1.0
3jy9,gnina,GNINA 1.3,internal_steric_clash,0.9525862068965517
3jy9,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
3jy9,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
3jy9,gnina,GNINA 1.3,double_bond_flatness,1.0
3jy9,gnina,GNINA 1.3,protein-ligand_maximum_distance,1.0
3jy9,gnina,GNINA 1.3,minimum_distance_to_protein,0.060085836909871244
3jy9,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.060085836909871244
3jy9,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,0.06437768240343347
3jy9,gnina,GNINA 1.3,minimum_distance_to_waters,0.0
3jy9,gnina,GNINA 1.3,volume_overlap_with_protein,0.06866952789699571
3jy9,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.06866952789699571
3jy9,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,0.07296137339055794
3jy9,gnina,GNINA 1.3,volume_overlap_with_waters,0.03862660944206009
3jy9,qvina,QVina2,mol_pred_loaded,1.0
3jy9,qvina,QVina2,mol_cond_loaded,1.0
3jy9,qvina,QVina2,sanitization,0.9873417721518988
3jy9,qvina,QVina2,inchi_convertible,0.379746835443038
3jy9,qvina,QVina2,all_atoms_connected,1.0
3jy9,qvina,QVina2,bond_lengths,1.0
3jy9,qvina,QVina2,bond_angles,1.0
3jy9,qvina,QVina2,internal_steric_clash,0.9911858974358975
3jy9,qvina,QVina2,aromatic_ring_flatness,1.0
3jy9,qvina,QVina2,non-aromatic_ring_non-flatness,0.999198717948718
3jy9,qvina,QVina2,double_bond_flatness,0.999198717948718
3jy9,qvina,QVina2,protein-ligand_maximum_distance,1.0
3jy9,qvina,QVina2,minimum_distance_to_protein,0.0490506329113924
3jy9,qvina,QVina2,minimum_distance_to_organic_cofactors,0.0490506329113924
3jy9,qvina,QVina2,minimum_distance_to_inorganic_cofactors,0.056962025316455694
3jy9,qvina,QVina2,minimum_distance_to_waters,0.0
3jy9,qvina,QVina2,volume_overlap_with_protein,0.061708860759493674
3jy9,qvina,QVina2,volume_overlap_with_organic_cofactors,0.0625
3jy9,qvina,QVina2,volume_overlap_with_inorganic_cofactors,0.09098101265822785
3jy9,qvina,QVina2,volume_overlap_with_waters,0.027689873417721517
3lxk,boltz2,Boltz-2,mol_pred_loaded,1.0
3lxk,boltz2,Boltz-2,mol_cond_loaded,1.0
3lxk,boltz2,Boltz-2,sanitization,0.41005291005291006
3lxk,boltz2,Boltz-2,inchi_convertible,0.41005291005291006
3lxk,boltz2,Boltz-2,all_atoms_connected,1.0
3lxk,boltz2,Boltz-2,bond_lengths,1.0
3lxk,boltz2,Boltz-2,bond_angles,1.0
3lxk,boltz2,Boltz-2,internal_steric_clash,1.0
3lxk,boltz2,Boltz-2,aromatic_ring_flatness,1.0
3lxk,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.9935483870967742
3lxk,boltz2,Boltz-2,double_bond_flatness,1.0
3lxk,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
3lxk,boltz2,Boltz-2,minimum_distance_to_protein,0.8042328042328042
3lxk,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
3lxk,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
3lxk,boltz2,Boltz-2,minimum_distance_to_waters,1.0
3lxk,boltz2,Boltz-2,volume_overlap_with_protein,1.0
3lxk,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
3lxk,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
3lxk,boltz2,Boltz-2,volume_overlap_with_waters,1.0
3lxk,dynamicbind,DynamicBind,mol_pred_loaded,1.0
3lxk,dynamicbind,DynamicBind,mol_cond_loaded,1.0
3lxk,dynamicbind,DynamicBind,sanitization,1.0
3lxk,dynamicbind,DynamicBind,inchi_convertible,1.0
3lxk,dynamicbind,DynamicBind,all_atoms_connected,0.9987261146496815
3lxk,dynamicbind,DynamicBind,bond_lengths,1.0
3lxk,dynamicbind,DynamicBind,bond_angles,1.0
3lxk,dynamicbind,DynamicBind,internal_steric_clash,0.9745222929936306
3lxk,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
3lxk,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
3lxk,dynamicbind,DynamicBind,double_bond_flatness,1.0
3lxk,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
3lxk,dynamicbind,DynamicBind,minimum_distance_to_protein,0.13248407643312102
3lxk,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
3lxk,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
3lxk,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
3lxk,dynamicbind,DynamicBind,volume_overlap_with_protein,0.8815286624203822
3lxk,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
3lxk,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
3lxk,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
3lxk,gnina,GNINA 1.3,mol_pred_loaded,1.0
3lxk,gnina,GNINA 1.3,mol_cond_loaded,1.0
3lxk,gnina,GNINA 1.3,sanitization,0.9961685823754789
3lxk,gnina,GNINA 1.3,inchi_convertible,0.49680715197956576
3lxk,gnina,GNINA 1.3,all_atoms_connected,1.0
3lxk,gnina,GNINA 1.3,bond_lengths,1.0
3lxk,gnina,GNINA 1.3,bond_angles,1.0
3lxk,gnina,GNINA 1.3,internal_steric_clash,0.9884615384615385
3lxk,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
3lxk,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
3lxk,gnina,GNINA 1.3,double_bond_flatness,1.0
3lxk,gnina,GNINA 1.3,protein-ligand_maximum_distance,1.0
3lxk,gnina,GNINA 1.3,minimum_distance_to_protein,0.3652618135376756
3lxk,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.4074074074074074
3lxk,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,0.4074074074074074
3lxk,gnina,GNINA 1.3,minimum_distance_to_waters,0.006385696040868455
3lxk,gnina,GNINA 1.3,volume_overlap_with_protein,0.3933588761174968
3lxk,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.4086845466155811
3lxk,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,0.4086845466155811
3lxk,gnina,GNINA 1.3,volume_overlap_with_waters,0.2835249042145594
3lxk,qvina,QVina2,mol_pred_loaded,1.0
3lxk,qvina,QVina2,mol_cond_loaded,1.0
3lxk,qvina,QVina2,sanitization,0.9974293059125964
3lxk,qvina,QVina2,inchi_convertible,0.4434447300771208
3lxk,qvina,QVina2,all_atoms_connected,1.0
3lxk,qvina,QVina2,bond_lengths,1.0
3lxk,qvina,QVina2,bond_angles,1.0
3lxk,qvina,QVina2,internal_steric_clash,0.9974226804123711
3lxk,qvina,QVina2,aromatic_ring_flatness,1.0
3lxk,qvina,QVina2,non-aromatic_ring_non-flatness,1.0
3lxk,qvina,QVina2,double_bond_flatness,1.0
3lxk,qvina,QVina2,protein-ligand_maximum_distance,1.0
3lxk,qvina,QVina2,minimum_distance_to_protein,0.7544987146529563
3lxk,qvina,QVina2,minimum_distance_to_organic_cofactors,0.8663239074550129
3lxk,qvina,QVina2,minimum_distance_to_inorganic_cofactors,0.8676092544987146
3lxk,qvina,QVina2,minimum_distance_to_waters,0.0
3lxk,qvina,QVina2,volume_overlap_with_protein,0.7647814910025706
3lxk,qvina,QVina2,volume_overlap_with_organic_cofactors,0.8676092544987146
3lxk,qvina,QVina2,volume_overlap_with_inorganic_cofactors,0.8688946015424165
3lxk,qvina,QVina2,volume_overlap_with_waters,0.5411311053984575
3mjg,boltz2,Boltz-2,mol_pred_loaded,1.0
3mjg,boltz2,Boltz-2,mol_cond_loaded,1.0
3mjg,boltz2,Boltz-2,sanitization,0.9014598540145985
3mjg,boltz2,Boltz-2,inchi_convertible,0.9014598540145985
3mjg,boltz2,Boltz-2,all_atoms_connected,1.0
3mjg,boltz2,Boltz-2,bond_lengths,1.0
